,100 to 105 MW,105 to 110 MW,110 to 115 MW,115 to 120 MW,120 to 125 MW,125 to 130 MW,130 to 135 MW,135 to 140 MW,140 to 145 MW,145 to 150 MW,150 to 155 MW,155 to 160 MW,160 to 165 MW,165 to 170 MW,170 to 175 MW,175 to 180 MW,180 to 185 MW,185 to 190 MW,190 to 195 MW,195 to 200 MW,200 to 205 MW,205 to 210 MW,210 to 215 MW,215 to 220 MW,220 to 225 MW
BA2553,465.05628010013015,415.04149441298216,426.34258455840944,382.8790212831446,407.43038612970645,376.3990819516671,464.9273537219379,443.8266158024867,469.1516137384223,499.7990669754586,455.32155799671204,498.3482262053164,654.0487295083892,686.9025200925311,512.1149960816199,585.5559129493241,484.6877906884433,460.6399051035312,353.79658319815303,431.68453261349947,371.79510378568597,367.8458749629371,330.4522393625102,260.61850101069336,270.2426418092793
BA2554,4.246289491661384,3.31501306949577,3.165006601537578,3.5268476841266154,3.99164256821019,3.188642942389685,5.095803864994833,4.257207222689237,4.255077983724544,3.177399209920871,2.9686445288194,3.406858104966574,4.432870346406971,4.53682708633654,2.6699525551940866,4.7614661527334,5.339423943558668,5.241984322123898,4.476520843062084,6.750021098051377,5.139179080989621,4.655045301991296,4.502179369576949,3.912517490667567,3.264252043872675
BF2001,479.61506364771355,406.6151556819057,428.0687567597053,381.1797468609472,428.7361091718201,388.47096894670034,462.7763145487511,462.8315492153105,489.54268187487287,498.7149753803832,473.60844923923185,490.0835216036088,655.0662237253604,679.6941489892215,512.08927170217,577.5786253330807,445.5024807588064,478.4198072800956,386.37130619796204,471.59523858737487,385.38973508099195,388.0321505307986,328.2220922693285,241.32436321118368,250.1231048828046
BF2002,2.220426657054892,2.2307732448779034,2.561354515438578,1.6519776568964406,2.3664841221090636,2.4114113186782644,1.671882308788491,1.7810921164800324,2.07256172383413,2.5709083479943398,2.810811291901501,2.222012521191898,2.7085526563215154,3.579307041901354,2.0962357047816025,2.97129955713712,4.206058830290861,3.477966108773905,3.865382552241654,3.7637753149779307,4.367170829559785,4.052121704668428,2.7762870105824966,2.47446103343482,2.478238318984363
BF2003,4.444711988996354,4.643711362179541,4.961277129213763,5.286764485010766,6.346524367045416,5.196484176312331,7.671706791000104,7.527628416944022,6.437208561090634,6.91932475339621,4.893774539575537,7.498418348288796,7.095562219746186,4.752520061463048,4.230819503812622,6.737367693444113,8.228266246842496,6.923314454504835,5.92769842646045,4.846273499947321,3.390417775565091,3.8226962467612555,3.290352507214362,3.125683798939014,2.319151664087653
BF2501,482.223622396288,427.53284076970317,431.36963759260453,386.5610391439544,429.86161433338845,365.0041600517466,463.5260575357698,449.90958536408755,489.81824641562673,526.0849337618816,480.01697120151823,490.74050382574103,657.4863473253605,685.6065468542665,523.4749140639933,589.5377583132239,422.03399696876687,426.41245694563156,353.5072487506756,454.45084282745177,400.27874425252867,359.1950313776781,304.2883839253084,235.44089248319034,256.3431494990465
BF2502,2.203652611815329,1.699990132880474,2.1463778573987797,1.6423212268778784,2.2534158297581226,2.184994841000943,1.5814215383585624,1.6966111457080766,1.997136532798239,2.544830082270555,2.758450469810022,2.1139928491021744,2.6215944707314205,3.5386490899992618,2.0142894154508824,3.0142776467178307,4.161946383105116,3.350439944833488,3.879811591246832,3.5131197038106294,4.278361876912738,3.951143257837963,2.917176530095676,2.5282697297230756,2.489138787886867
BF2503,4.5103123434363015,5.597559493646427,4.733846617525025,5.231836844590174,6.853047375991952,5.942117628103222,8.109277041618494,8.159353149368542,6.630317377300483,6.9503522153768555,5.856156526158045,7.981967549039895,7.3556430822164645,6.35340174612997,5.4313257640358135,7.620849977865236,7.81429178835516,7.868279977228725,6.62860090909449,5.099815559849243,3.968793848403267,3.962932594329379,3.414716433273619,3.248371014400662,2.219522613626706
C105,0.3656050562046667,0.4690372077193002,0.39057012373786804,0.4232196313305583,0.46561232301892663,0.43179760450229754,0.40438198696809546,0.40478529589439166,0.4127195763450768,0.38071841932098643,0.4588829257519497,0.506414898572478,0.5114842657712321,0.534382250912184,0.49601437015604183,0.44484458274186117,0.46263090550496977,0.4451875894987095,0.5161260666616216,0.6337889670657526,0.5677772835426261,0.69703696293474,0.8227840357126589,0.6703573577695581,0.5565330772658315
C205,0.3071919074727747,0.47365625033864406,0.372018386679063,0.35866346352683637,0.3360506448408102,0.357373051734058,0.3667245482084126,0.34278044491861415,0.3218477802333973,1.3578723096462695,0.43874039433504664,0.5455151061356863,0.45828143102867475,0.3962255793228193,0.33785355465844996,0.3658689679601901,0.4310151482600346,0.41661507287643695,0.5130739161925365,0.478973676004263,0.5435210778010316,0.5349994884174232,0.5279788734354192,0.41544734900771413,0.35313560908661346
C305,0.38191120172470944,0.5439996559149902,0.5013616071830368,0.45314191620686356,0.3900529273107662,0.43774237111010356,0.4949272393623259,0.48669441917021544,0.4214607469680189,2.961324156698969,0.37717985344921384,0.5679199733894931,0.46236269701824,0.4929720784469609,0.47759492379399743,0.46856179957384564,0.49059881648692844,0.4600347212341294,0.4944362686462656,0.32589136583026224,0.4298594390438383,0.5450372507776196,0.5478233108881362,0.5393362840146979,0.4063528333596982
C411,0.4437796515865755,0.7055628358930589,0.6309520108471433,0.5153110063771811,0.5192190041998193,0.566103070272018,0.5907531376364942,0.6030238836016724,0.5439985961818808,0.5559285274420536,0.42288712101387554,0.6563526118702896,0.5396047020284404,0.7076815544947523,0.5227122946480491,0.5505882746992277,0.6135509841160266,0.6283293393773733,0.5363386056780572,0.39900505104588263,0.44600345401611613,0.5385639593057624,0.4431082196837745,0.5295017035375311,0.4604997625163364
CW119,0.014865097714790698,0.01847653037613741,0.014899975143781724,0.015397641032939776,0.014891304850915962,0.01264073145988499,0.012884284070927423,0.011423173790444267,0.014571089803367597,0.013817676851083548,0.023426701505107943,0.024260177012146136,0.017064147065480203,0.01996249046151215,0.01675237870508193,0.01808909957776293,0.012166525852605603,0.010472627176498326,0.014789195859673797,0.01589672305165695,0.014688627477366706,0.012661430982841058,0.016595287746937637,0.014556043801616543,0.010496313646664528
CW129,0.05124391671949339,0.027866827291677623,0.0261730229292993,0.03222323612519713,0.027141576136428387,0.0230602461184849,0.025691639821762854,0.02016174184611557,0.02620770822177633,0.029814762665149836,0.04950457720859533,0.050452596425113704,0.03675667187000387,0.05333638786579954,0.056365960013381525,0.041476007071451285,0.020067806297379292,0.023404311234666294,0.02776815097147046,0.03095401192952951,0.0274841295054431,0.021282827169931122,0.025957385168478814,0.026020198765008797,0.022321811517465526
D207,0.4013338264403665,0.5243099995974599,0.4657092566820664,0.41805626358685627,0.49479753648901575,0.5450843258751795,0.46114356343279284,0.42463543268897996,0.45180476438672784,0.6300323299322118,0.8679162781428796,1.0261940956659918,0.6983933346247716,0.679699465655878,0.5803675329387652,0.7807810243485415,0.4870420507216267,0.8488922885275444,1.0278846920110518,0.9883270049695957,0.9159845984737537,0.9137463781198879,0.8649419584082849,0.6530073601393968,0.5240439177368899
D607,0.4903029339651735,0.8806713732072683,0.714657870757662,0.623903953184264,0.623622705696197,0.7001758032066706,0.7016444005510288,0.7377589624656856,0.6231649661970793,0.5508273302245492,0.5256403570409605,0.8114356578117672,0.6764549402343208,0.6591990246708646,0.6121013662897272,0.6347127016716014,0.5835288482280588,0.6468377543654903,0.46511094727395746,0.3914319563024,0.49772050121169226,0.5488003977893022,0.48442850261267495,0.6167340572856271,0.5216637080132079
FW402,10054.586537040092,10101.012724278673,11740.475230254338,8316.728562915101,6933.991966589351,7870.0198235626385,7754.264462355382,8044.035659444949,6926.305860475826,7477.658638215183,5175.003519011892,6760.296110730865,6621.259098484379,8168.361962163379,6952.796430653647,6728.684837385464,8294.071109254126,8280.841287449695,5976.318177175763,5891.175285581018,5641.596480508926,7549.001547275047,6707.926805815827,7451.080732934207,6197.491034001596
FW606,0.4829877967117046,0.760457519058995,0.6251436566694709,0.6332471249960959,0.5806758649734588,0.5653961059661194,0.6584171801488693,0.5820463325935263,0.6163396026522716,0.5309317164071985,0.3550121615856075,0.6238944237016968,0.5966985699490449,0.6106126678688618,0.5090719606361885,0.5263139205120353,0.5700555660886154,0.5685067164860357,0.35849822241910817,0.3655642697249141,0.455339578789451,0.5303866894007979,0.5035729208040163,0.6459308571932262,0.5705305207353814
FW611,30121.002992260717,41035.524231574775,39966.39144384757,37833.47456974131,37336.743545070545,38937.937123035765,41247.54717935145,41605.16659189929,45102.210616859855,42740.427920731156,31006.031253248424,43146.69828456212,42241.64409609354,43636.65831505016,36643.89361070955,46292.36654634315,42065.01849501807,43519.78176445233,60990.702341450626,48546.19637947285,57218.37445981543,52644.01637190634,51994.21529431541,45485.377631648815,35898.597071884295
PERFTEST-D508,0.5573467919572499,1.0841278709185889,1.0404780648066068,0.8404728329324784,0.9615307543913716,1.0907669283775718,1.0859359468114302,1.0177876359370288,0.8085082294515451,0.6917551867109133,0.5958337651499561,0.8615492138422357,0.6136748918947004,0.8069011008321578,0.7503401123046476,0.6618869873797271,0.6490856224044437,0.7376407976045359,0.5647151311234924,0.5193986174004891,0.5453942142324976,0.5930873719662064,0.5551056406508383,0.6028063813122246,0.5258794688240002
PERFTEST-D608,0.8101488461999,1.0211578280761555,0.9379602078627893,0.9451196187222257,0.8679993788504605,0.9298282526005227,0.819555691345639,0.7592966004790025,0.5948844675642747,0.5248525816994497,0.38437585474782565,0.7440185733465217,0.6054825017817103,0.6569055850503395,0.541174742113225,0.56650290965866,0.5622233748886512,0.6341478435956002,0.46089656253079303,0.36501066374429314,0.43053665972632277,0.49346815995809906,0.4595558722063066,0.5567730454107944,0.43177401982179847
PERFTEST-FW503,0.5841243844917303,1.0705966668338152,1.0852278181311166,0.8602739709605953,1.0468873602964013,1.097110843590951,1.125214477661601,1.111095016607958,0.8872195286261421,0.7716878969724481,0.5254199689884883,0.8339238264921865,0.5867089600838633,0.8718115410784455,0.8022928832741832,0.6648234964998775,0.6032938901104511,0.7084235968945974,0.6214656814253146,0.5932998247742001,0.5743010154778799,0.5852597302724236,0.5134339677270873,0.5504483683324397,0.5063409798884788
PERFTEST-FW603,0.35147823412003637,0.6406269856038155,0.5801552600375803,0.49534186067417413,0.5010614505793833,0.5930754315116552,0.6098351003851835,0.568141668106817,0.48598070663870147,0.46010824909430553,0.3139041023594363,0.5896736950728392,0.49033903806764456,0.554857673330242,0.4593901469523086,0.453639884768261,0.4757272286251248,0.5451372360531089,0.34419045157008005,0.2898612125034451,0.34841444760946494,0.4084749436698338,0.36374062003633895,0.4256140143302838,0.40727437065904315
PERFTEST-FW608,0.45636117419936684,0.6888373728210679,0.6169729674215819,0.5696617703486846,0.5422559739762046,0.5545247922005981,0.6025437123053323,0.5244891308190586,0.518788756095216,0.5165096085977844,0.31761992677546347,0.5793534126047821,0.5456680962577134,0.6257867525837474,0.46012336399339254,0.4925046904086976,0.4657917510401289,0.538014125063291,0.29870258177735676,0.3352615151028703,0.41197288486937184,0.4525640322968259,0.40837667182648935,0.4968080580634453,0.4687519116841566
PERFTEST-S501,5042.127008593622,8413.929280113114,8450.352229545588,6668.756510027025,7200.830171924638,8950.67228278116,8657.930225664399,8872.996918364503,8527.431915296473,8003.475369567576,5880.736224016681,10041.307865287878,9131.435582912249,11257.550317422852,9688.789458316734,9513.525894064098,9764.37944210767,11303.793464688131,7423.353532798766,7069.001406047046,8011.736780084063,8965.19896301274,7792.109805649557,10100.846107389883,9117.92100332819
BG3502,475.31380903678354,419.20477354075376,439.26240134567513,392.48100875025744,416.45921615851694,377.4570930364091,457.8896300866585,451.29986889370235,481.1370907647279,507.81189768947104,461.7222674855687,495.68369089463096,660.3995320963694,700.06902046928,506.9611224176157,589.3523209146239,474.8492825065966,461.6129939293121,363.6404475680403,449.7991821100101,377.71422384253646,353.5685399040712,306.33815954353724,236.07406801159655,259.85850744529347
C51,7067.844534124176,10226.115113735115,11862.357522353006,8850.0807757395,7278.3771491628695,7217.40608268197,8450.88205438054,6949.407093765782,8520.160310133804,7176.436320193102,9084.94444689046,9867.451170457032,9900.131555124048,9083.480269684234,8558.639731958232,10468.706749656605,11409.565594528964,8702.971714818654,12413.994598125657,12913.581321933043,16902.683586183033,15172.72069106343,13492.29030468616,13440.35823174665,9307.046660356838
CW213A,1.5055525234554026,1.4804268280245076,1.353029470151152,1.326320182634728,1.9076102988145522,1.6524357711310211,1.651121225522491,1.452005367820351,1.514560787313247,1.1672919720049844,1.6766269264206837,1.2427582458344821,1.8705147791382168,1.1388382470153597,1.5484694877258907,1.200422550270677,1.1774958826270108,1.0978697027455309,1.7875859687563451,2.529757842305478,2.352787741539928,2.5979041819295245,2.864895822564219,2.2806107508665048,2.271476226032867
CW216A,1.6146026823234565,1.536915600760912,1.4150238273431828,1.4950406566339056,2.1262617418311023,1.7441698706108686,1.7463478532459402,1.5276661406082843,1.5572202973470697,1.2260148435113227,1.7399673630326655,1.35763639174955,1.921286192826571,1.2482159255925451,1.6038444750560568,1.2614708288856415,1.2724180952076594,1.2460168963579774,1.8313472578473502,2.6071973193464255,2.3674232616231436,2.7576123644715085,3.0636883675333966,2.4029038283159467,2.376392168769962
FW4537-VACA,240.85880548352966,207.49108428500588,215.7957848390121,192.97356194684102,293.8928027443697,268.27381628710447,299.5993519681873,269.6977231539585,292.0483733652744,220.76885224752195,348.80253949302676,334.044080231092,804.7548713234021,1037.1405408878015,326.41816426487526,885.5773971366064,945.996425674378,770.8988365661414,1026.2262920638432,991.3866451232782,915.4728013732071,835.8055480211476,772.1741539811967,718.0601627925,552.4475547617632
FW4537-VACB,245.29080224386004,216.20191862365766,188.99917346417712,188.15006694486462,288.82193517665,270.70132402213255,296.6155908804747,278.59341678363995,289.8899714190861,221.669920127447,340.7915875811895,301.95828144291585,802.0231559968415,991.7396708666922,337.7428460701889,918.2410553949394,941.8995326022965,770.8831159598398,1006.9442686042352,984.2903007578121,920.1932099732923,833.848677124786,758.5536013118239,708.6652876511681,585.650418384724
FW4537-VACC,249.9426109798726,218.09401751102712,218.9623435567878,191.33762472474604,301.18317110727065,269.6706635412948,299.08087115042673,275.03530488114234,288.2210088099598,219.01467271596368,346.8031783155785,337.5118160694208,800.3548806707794,1033.448372445443,322.9258946332384,878.8918740526777,953.8516767171154,759.2510933240918,1000.4059976481682,986.2305399393235,921.4318761964112,857.6464409901481,761.5742815833618,709.6240565730884,555.8114250157873
FW463,0.01093777906701721,0.018509866202741802,0.02974416532160568,0.06248156262969998,0.057788037584682546,0.034382294956947335,0.06572245137547825,0.14264575967504795,0.20413110639653367,0.23506621445960277,0.3184137773260898,0.3209414091683825,0.21971642684417686,0.1318288166665228,0.05079092967787971,0.17798153964915128,0.15205776981431088,0.11780834886377704,0.22055960487773407,0.4594222168905258,0.3656794165620716,0.04908986040560163,0.07161124929214802,0.12200515564838862,0.06642184486321692
FW464,13.262982565713303,12.017139659679952,11.275025010715439,8.887860128538124,11.06245573320988,11.86295940201233,13.257780972260468,12.062907475088888,3.965143183450728,3.282174762475542,3.845070532731444,2.092911341109502,3.283391516740127,4.837591610036049,7.29035853711697,9.288009547634891,9.38918655087452,9.616934612294687,9.061564378558364,8.116817210367753,11.033387093557417,11.356657727392896,10.657729297196061,11.546907928992395,7.6873674188768
FW711,2.1973003498639563,2.3505239181333497,2.165475043501827,3.1410615600713006,2.422456394117442,2.434051571739734,3.038000470229132,3.083319937477437,2.899132179503324,3.4761244809182132,2.8147400929735023,2.724294032473234,2.856864302152721,2.1962256907926334,1.6683297257480538,2.910893824751265,2.3932440238777617,1.7006601517759696,1.9142919937471703,3.490360556560339,2.4602718843715947,2.156111632020793,2.1175481811716876,2.3313687033778807,2.1753322682023573
FW712,2.6202478335199566,2.6307535846699093,2.4183609841280553,3.0629675859113066,2.2016912949689327,2.7708664895615183,4.372550136350765,4.554315535271668,2.993821272340779,3.405926525948656,3.0801300909657834,2.269727347273512,2.03591256813352,1.9840590618694707,1.6521851531906881,2.2261643893071343,1.663371664112252,1.3828323595079395,1.7316587579062137,2.2809500060181223,1.8488954473554402,1.8213320081507711,1.6141136254889044,1.7944373515775052,1.381266747663709
PERFTEST-S633,13593.424046922411,17971.186338010528,18558.81692424277,17693.597339736436,16776.824385467193,20685.338299664705,18931.098367156177,19060.10053501413,19441.18614452828,19731.01633310907,13719.231692222585,21254.171623061895,20931.68447954989,26616.30627342896,21712.33308476783,21393.392544577233,20635.267570420463,22877.747602236723,17961.795318363722,16478.6391843635,21333.855000917418,20740.27054718077,19599.07265627144,23426.21957650516,18988.316087959553
S614,4.561961095459088,4.370460582271318,3.3972201952368972,4.565003263797519,3.0337244981795837,3.1861520430463375,1.7915469314623234,1.8111087038698634,1.650257853615867,1.648008458917572,2.4939209732248453,1.242108238326561,1.3788315245870595,2.286613243286265,1.5127148612230041,1.8020594815176814,2.276433199473183,1.4282192217289187,2.454705765544695,2.435512804854292,3.1441628958574186,3.3132971444190535,3.609935601887248,4.059581349317186,3.0027344195446184
S634,5.947806794553278,4.711870118768924,5.467000137877606,8.217938349993588,5.450536555491738,5.827465341810611,4.794653605495817,4.509244824515719,3.5963941862962945,4.625889307627302,3.566316718947969,1.7488622502381777,2.7817003452865587,3.0849063888821404,2.115225257967625,3.069630784759794,3.1966021350193783,2.841620582910201,2.317771225479693,3.6421485826511812,3.4375482164119453,2.554770255516441,3.5590377428849833,4.094557972116081,3.2744763553394227
S801,29705.729696667368,40630.98040064279,39272.89221944131,36510.54982317687,37650.70285797055,38796.20201856438,39466.58874277547,41055.91593052089,43337.23416771752,41532.96335018589,30581.25218854203,39165.624780163154,39629.552154866404,40844.116295242646,35409.06674764434,43708.110471980675,39075.9683725973,40086.4259083407,56335.22479859323,46667.597921774955,48910.17737124761,46314.44636779098,46911.91491529223,43369.789540974474,32109.072225604737
S804,0.18831954446914714,0.2597685819632308,0.2536232085095726,0.23491078932357115,0.2272039556918193,0.2586764360411995,0.24729688000314595,0.25905627833457123,0.2709485234633433,0.26501403213851715,0.18696396194488446,0.2440582628478109,0.2547298101924874,0.26002557902557866,0.22013081069992657,0.274013250539321,0.23674887311669107,0.25178920034372315,0.34019854169963604,0.28987506678715924,0.312222758326865,0.2972032328715204,0.2874441974123683,0.2716094997196001,0.20538164169847223
S811,4.355475361013499,4.89745119661263,4.0507680468639995,5.379523116586803,4.192914598240485,3.8797165290184266,3.591696369179653,4.8167519854138705,4.882053954707312,4.796309491873132,4.7137134798974225,3.1247763534155237,4.992672386657382,5.3862442163360855,3.103111289349721,4.291811710509206,5.562892161578755,3.1266503754198083,3.665807007896019,5.401832818124512,3.5145104316575306,2.8115141099012764,3.09839711128496,3.4457659621467736,2.0241409149902903
S834,5.220892095737203,4.7479762709646485,4.02536966317224,5.114027923381744,3.3593895630652497,3.5028833725339417,2.0113815054516158,2.2403379324547075,1.9524463304717798,1.9584132740981948,2.9895389680748155,1.738849974155812,2.3384760805186176,3.6759846154977214,2.3062828726940663,2.732976233729267,3.1133974825157074,2.547210331420914,3.9423844205343577,3.3010636036230223,4.1246222519460805,3.716212822353414,4.055740690838076,4.661431993623159,3.0079778071785803
num_mills,0.21372359007418937,0.0,0.0,0.1524699777439344,0.17145979772029107,0.0,0.2650531353464094,0.2988361556971545,0.32155342230584855,0.25382297104267537,0.2943231893983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG3506,0.2992377758547098,0.3113137080269223,0.3326747204178829,0.34906140484477244,0.3703338793777085,0.45720309028012374,0.37132845952633486,0.49291430623049015,0.4751160111195854,0.44302701093103497,0.29064448586593866,0.18978998610151954,0.22191281122534162,0.18372950869044738,0.16738719226489335,0.1699349800849335,0.15840441134755268,0.2671903184616703,0.23405388099713925,0.2634132754618259,0.21570010582452578,0.19487209120998014,0.18659358605983697,0.23357687383812156,0.09881214757849821
CWCOND_MOL,3066.6768985331732,2410.2910429846947,2068.8518375077538,2511.843084073065,2087.471281287516,1828.150835612897,1943.7769320420211,1612.7687097006524,2121.8127626898704,2178.142535398237,3807.703610986701,4033.083167440424,2888.6096838606713,3856.63202846081,3925.852518098865,3118.5977874925147,1583.738245961146,1815.6613240502886,2300.735682117885,2499.1671046810425,2179.056361837159,1755.9392859422178,2299.220513729593,2140.5654718175174,1658.5185552839396
CWAUXCOND_MOL,176.1408954138572,154.523473873373,156.25781084314642,184.5443387872665,151.78274163252962,156.13757222271275,151.39922308374653,158.90632087157744,145.32825749800233,165.23038430653526,205.8944836303131,183.50688074699505,197.7245134687285,219.06409898875333,212.68748852376848,161.28896696525638,182.52373359233945,160.521436309317,128.93451801482976,192.17885845337204,189.00192801657022,171.19836917398808,159.77997998841326,174.4638343780048,184.5225927133502
PAPERFLOW_MOL,8.897083646964406,14.52534480243409,18.147731876355273,16.700333318259197,16.60797566274873,21.313310156550333,16.871456322366463,14.266881302216486,16.99413442794294,19.914571391116866,17.09731811790249,22.5281805250136,25.805741177695253,30.675423620482377,19.728333202574536,25.399211952045306,14.904903619629613,33.54871258934014,41.72171620665544,29.208409145210066,40.8938444802411,50.6666526057927,52.8702999247154,58.09168657272599,58.00335993977896
gross_mw,1.0452514753324917,1.4545967092022667,1.459500473072976,1.307377507328252,1.2910093462232883,1.5452562275549748,1.4536106433203264,1.5013246174136086,1.512953631815429,1.522548878744037,1.0011166439767114,1.3952205958898114,1.346579309294423,1.5999059191835003,1.3812625576793685,1.4018603203620397,1.274533562786037,1.5131101611340672,1.4654094380717324,1.3398778228386914,1.4708059813839727,1.3730372441444574,1.350486228424665,1.4520113827766272,1.0561760899237815
bin_number,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bin_nominal_mw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
